iter	RMSE
766	1.406232313
767	1.401342561
768	1.40057783
769	1.395768954
770	1.391721267
771	1.389863503
772	1.389110349
773	1.384385299
774	1.376147769
775	1.374475682
776	1.370307652
777	1.365695284
778	1.364045947
779	1.359943391
780	1.354251003
781	1.353511284
782	1.349044039
783	1.34483358
784	1.340430487
785	1.334845661
786	1.33303379
787	1.331420899
788	1.327300819
789	1.321867302
790	1.317922767
791	1.313660814
792	1.311890665
793	1.306629454
794	1.302553124
795	1.301846873
796	1.301150054
797	1.299567831
798	1.294005815
799	1.292438055
800	1.285998163
801	1.284278525
802	1.280180048
803	1.274797155
804	1.273261491
805	1.267027211
806	1.265342053
807	1.263460285
808	1.258414919
809	1.255072759
810	1.250130495
811	1.244797487
812	1.243122495
813	1.241370054
814	1.236223927
815	1.234566218
816	1.233087789
817	1.232455159
818	1.230996912
819	1.225981271
820	1.224384995
821	1.221206283
822	1.219783742
823	1.212359693
824	1.21174023
825	1.210328717
826	1.208755696
827	1.207361422
828	1.203430439
829	1.20189904
830	1.200377025
831	1.19567132
832	1.191049183
833	1.189532878
834	1.186542523
835	1.18411978
836	1.183305575
837	1.17882344
838	1.177485376
839	1.176022166
840	1.175221664
841	1.173920383
842	1.17101276
843	1.169726373
844	1.165377704
845	1.160149534
846	1.158723607
847	1.156500127
848	1.155089485
849	1.154325698
850	1.152936383
851	1.150748087
852	1.149509778
853	1.145891304
854	1.144534648
855	1.143327526
856	1.139992305
857	1.139242232
858	1.132800278
859	1.131602701
860	1.130422063
861	1.129075838
862	1.12692775
863	1.125759435
864	1.123117216
865	1.119856009
866	1.118572828
867	1.11645361
868	1.115312111
869	1.114599516
870	1.111381562
871	1.106459858
872	1.104373752
873	1.098241992
874	1.096988674
875	1.096298548
876	1.095184238
877	1.091770062
878	1.090547205
879	1.089460476
880	1.088779775
881	1.087769675
882	1.084225355
883	1.081083727
884	1.075409974
885	1.072321791
886	1.06839938
887	1.067324483
888	1.06666469
889	1.065603973
890	1.058213177
891	1.057160736
892	1.056480812
893	1.055480802
894	1.054809587
895	1.053822694
896	1.053188181
897	1.052214279
898	1.049718595
899	1.046259456
900	1.040091857
901	1.039437578
902	1.038193318
903	1.035353285
904	1.028274983
905	1.025344069
906	1.024502588
907	1.023266394
908	1.017730571
909	1.016722206
910	1.015906074
911	1.014910791
912	1.014113383
913	1.009054396
914	1.007848643
915	1.004968316
916	1.004187042
917	0.99921471
918	0.998231532
919	0.9974659117
920	0.9925729196
921	0.9915975055
922	0.9887708451
923	0.9875949134
924	0.9850016497
925	0.9822213422
926	0.9787303484
927	0.9781254076
928	0.9721377913
929	0.9716443426
930	0.9691465515
931	0.9657325683
932	0.9651430989
933	0.9641840264
934	0.9636017258
935	0.9602516225
936	0.9544234754
937	0.9536850793
938	0.9496081216
939	0.9486543518
940	0.9479320802
941	0.946782265
942	0.9427804922
943	0.9418455146
944	0.9385869043
945	0.9374824577
946	0.9330147041
947	0.9291636962
948	0.9282573579
949	0.9250668475
950	0.9239818222
951	0.918529868
952	0.9174630257
953	0.9137568619
954	0.9128542554
955	0.9097356512
956	0.9061048121
957	0.9052131714
958	0.9041649587
959	0.9014708487
960	0.8962269071
961	0.8926881232
962	0.8915773676
963	0.8904845403
964	0.8894389473
965	0.8885827602
966	0.8850702629
967	0.8842225014
968	0.8807802562
969	0.8781757202
970	0.8756142653
971	0.8745837776
972	0.8695730314
973	0.86855993
974	0.8636652907
975	0.8592692525
976	0.8582033634
977	0.857200148
978	0.8561503323
979	0.85289647
980	0.8520397985
981	0.8468286142
982	0.8437206378
983	0.8427385107
984	0.8382970475
985	0.8374773143
986	0.8366688986
987	0.835698091
988	0.8349146476
989	0.8319587568
990	0.831183297
991	0.8302352518
992	0.8294693384
993	0.8265671692
994	0.8258090118
995	0.8234146792
996	0.8205622925
997	0.819884603
998	0.8191363139
999	0.8171062578
168187
996	0.6669494647
997	0.6666147327
998	0.6657740474
999	0.6654449276
186859
998	0.5501044838
999	0.5485229948

807
